url,last_checked,status,ignore
https://blog.fponzi.me/2023-05-19-one-complex-setup.html,2026-03-29,200,false
https://github.com/FedericoPonzi/genereto,2026-03-29,200,false
https://github.com/FedericoPonzi/genereto/releases/latest,2026-03-29,200,false
https://github.com/FedericoPonzi/genereto/tree/main/.github/actions/build-site,2026-03-29,200,false
